age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
28,blue-collar,married,secondary,no,-4163,yes,no,cellular,8,jul,21,7,-1,0,unknown,no
41,management,single,secondary,no,1996,no,no,unknown,4,oct,451,2,-1,1,failure,no
61,management,single,primary,no,2818,yes,no,cellular,21,may,353,6,-1,5,unknown,no
42,retired,married,tertiary,no,6879,yes,no,unknown,8,feb,194,2,-1,3,unknown,no
26,technician,single,primary,no,-2697,yes,no,unknown,1,may,5,1,-1,2,unknown,no
69,unknown,married,primary,no,3491,no,no,unknown,15,jun,320,9,78,4,unknown,no
70,admin.,single,secondary,no,4200,no,no,unknown,16,sep,281,3,-1,4,unknown,no
27,housemaid,divorced,secondary,no,2858,yes,no,unknown,1,jul,73,7,-1,5,success,yes
39,blue-collar,married,unknown,no,-1720,yes,no,unknown,21,may,243,4,-1,2,unknown,yes
37,entrepreneur,single,tertiary,no,-1894,no,no,cellular,16,jun,146,7,-1,3,unknown,no
69,blue-collar,married,tertiary,no,1591,yes,no,cellular,14,dec,411,4,12,3,unknown,no
74,blue-collar,married,secondary,no,1570,no,no,cellular,10,apr,359,4,-1,0,unknown,no
74,technician,single,secondary,no,-378,yes,no,cellular,19,may,4,1,-1,4,unknown,no
91,management,married,unknown,no,5174,no,no,telephone,22,jul,207,5,-1,4,unknown,yes
77,technician,single,secondary,no,97,no,no,cellular,22,jul,7,7,-1,0,unknown,no
43,admin.,married,tertiary,no,-4381,yes,no,unknown,11,may,261,7,-1,4,unknown,no
26,admin.,married,secondary,no,627,no,no,cellular,15,feb,62,9,-1,2,unknown,no
65,management,single,secondary,no,2740,yes,no,cellular,8,jun,701,6,-1,2,unknown,no
89,admin.,married,secondary,no,2325,no,no,cellular,7,apr,405,9,-1,1,unknown,no
94,blue-collar,married,secondary,no,2302,no,no,cellular,25,feb,464,6,-1,5,success,no
35,unknown,married,primary,no,5781,no,no,cellular,12,may,185,8,-1,0,failure,no
36,blue-collar,single,secondary,no,-2044,yes,no,cellular,8,apr,254,2,-1,5,unknown,yes
20,blue-collar,married,secondary,no,28,yes,no,cellular,21,may,78,2,-1,3,unknown,no
29,retired,married,secondary,no,5935,yes,no,unknown,20,aug,107,6,-1,1,unknown,no
61,management,married,tertiary,no,-4602,no,no,cellular,8,feb,67,5,-1,4,unknown,no
60,retired,married,secondary,no,1138,no,no,unknown,5,jun,434,5,391,4,unknown,no
46,housemaid,divorced,tertiary,no,4986,yes,no,telephone,18,jun,55,9,-1,1,unknown,yes
42,technician,married,secondary,no,4942,no,no,cellular,26,jan,64,5,26,5,unknown,no
82,blue-collar,married,primary,no,3280,no,no,cellular,5,aug,172,1,-1,0,unknown,no
53,management,single,secondary,no,3356,no,no,unknown,7,mar,57,5,-1,0,unknown,no
81,services,married,tertiary,no,-1823,yes,no,telephone,27,nov,568,3,-1,5,unknown,no
93,technician,married,secondary,no,5419,yes,no,cellular,21,jul,41,1,-1,4,failure,no
42,entrepreneur,married,tertiary,no,-2300,yes,no,telephone,17,may,35,3,-1,2,unknown,no
33,retired,married,secondary,no,-2121,no,no,cellular,10,nov,145,1,-1,1,unknown,no
92,admin.,single,tertiary,no,2463,no,no,cellular,14,may,116,6,-1,3,unknown,no
67,blue-collar,single,tertiary,no,-179,no,no,cellular,6,may,16,5,-1,4,unknown,no
40,admin.,divorced,unknown,no,1920,yes,no,unknown,23,may,128,9,-1,0,unknown,no
66,services,divorced,primary,no,2592,no,no,cellular,15,jul,237,1,-1,2,unknown,no
58,blue-collar,married,unknown,no,6634,no,no,cellular,23,jul,530,5,-1,3,nonexistent,no
88,services,married,secondary,no,2601,yes,no,cellular,25,jul,645,9,-1,3,failure,no
37,admin.,single,tertiary,no,-555,yes,no,cellular,3,nov,85,6,-1,4,unknown,no
95,technician,divorced,secondary,yes,3329,yes,yes,cellular,25,dec,202,4,-1,5,nonexistent,no
91,technician,single,secondary,no,-1195,no,yes,cellular,9,may,17,6,-1,0,unknown,no
32,admin.,married,secondary,no,4039,yes,no,unknown,10,nov,105,3,-1,3,unknown,no
30,admin.,single,tertiary,no,1493,yes,no,unknown,13,apr,98,8,-1,3,unknown,no
59,admin.,single,secondary,yes,2501,yes,no,cellular,9,dec,71,6,-1,1,unknown,no
21,technician,divorced,secondary,no,-4041,no,no,cellular,10,may,146,3,-1,0,unknown,yes
41,blue-collar,single,secondary,no,-5452,no,no,cellular,20,may,597,1,-1,5,unknown,no
51,retired,married,tertiary,no,-3204,no,no,unknown,9,may,145,6,-1,0,unknown,no
93,management,married,secondary,no,6537,no,no,cellular,18,may,376,9,-1,2,unknown,no
95,technician,married,tertiary,no,-2144,no,no,unknown,10,aug,149,9,-1,3,unknown,no
29,management,married,secondary,no,3496,no,no,cellular,10,apr,42,6,-1,2,unknown,no
87,management,divorced,tertiary,no,-625,yes,no,cellular,4,may,1063,9,302,3,failure,no
25,unknown,married,tertiary,no,579,no,no,cellular,25,nov,67,8,203,0,unknown,no
76,blue-collar,married,tertiary,no,1165,no,no,cellular,4,jul,48,4,-1,3,unknown,no
83,technician,married,tertiary,no,6231,no,no,cellular,16,jul,8,8,-1,4,unknown,no
87,admin.,single,secondary,no,3053,yes,no,cellular,8,dec,439,2,-1,3,unknown,no
35,management,married,secondary,no,2455,yes,no,cellular,28,jan,0,9,-1,5,unknown,no
87,technician,married,tertiary,no,5190,yes,yes,unknown,2,may,636,9,-1,2,success,no
27,services,single,primary,no,-599,yes,no,cellular,12,apr,56,6,-1,1,unknown,no
58,services,married,secondary,no,4505,yes,no,unknown,15,may,86,9,-1,2,unknown,yes
54,blue-collar,married,tertiary,no,4003,yes,yes,unknown,28,may,38,2,-1,1,unknown,no
42,management,married,secondary,no,3969,yes,no,cellular,5,jul,151,1,-1,2,unknown,no
19,entrepreneur,married,secondary,no,834,no,no,cellular,24,may,30,4,-1,2,unknown,no
78,management,single,unknown,no,-11,no,no,cellular,2,jul,186,1,150,1,unknown,no
44,management,divorced,secondary,no,-1309,no,yes,unknown,9,aug,211,3,-1,0,unknown,no
69,blue-collar,married,primary,no,-1121,yes,no,unknown,24,may,46,2,-1,1,unknown,no
49,blue-collar,divorced,primary,no,-1451,yes,no,unknown,11,jun,38,5,-1,0,unknown,no
47,blue-collar,single,secondary,no,2400,yes,no,cellular,17,apr,96,6,-1,5,unknown,no
87,entrepreneur,married,tertiary,no,614,no,no,unknown,11,aug,106,2,-1,5,failure,no
25,blue-collar,married,tertiary,no,2594,yes,no,cellular,26,may,418,3,-1,1,unknown,no
75,technician,married,secondary,no,2763,no,no,cellular,3,sep,308,7,-1,5,unknown,no
76,retired,single,secondary,no,-1879,yes,no,cellular,28,jun,260,3,-1,2,unknown,no
47,blue-collar,married,secondary,no,-1969,yes,no,cellular,7,jul,194,4,-1,2,unknown,no
38,services,married,primary,no,614,yes,no,cellular,17,may,210,8,-1,3,unknown,no
18,technician,single,tertiary,no,-1025,yes,yes,cellular,8,may,305,4,59,5,unknown,no
91,blue-collar,single,secondary,no,-1341,yes,no,unknown,23,may,46,3,95,4,unknown,no
91,blue-collar,single,primary,no,6387,no,no,cellular,20,jul,134,8,-1,3,unknown,no
36,admin.,single,tertiary,no,-3300,yes,no,unknown,5,jun,17,9,-1,4,unknown,no
20,admin.,married,tertiary,no,7369,yes,no,cellular,7,aug,75,9,-1,5,failure,no
27,technician,single,secondary,no,2166,yes,no,cellular,20,feb,43,4,-1,4,unknown,no
23,unknown,married,secondary,no,4258,no,no,cellular,15,nov,801,1,-1,2,unknown,no
82,admin.,married,secondary,no,3904,no,no,unknown,16,nov,365,4,-1,1,unknown,yes
87,student,divorced,primary,no,3150,no,no,unknown,11,may,371,7,-1,2,unknown,no
29,admin.,married,secondary,no,6285,yes,no,cellular,19,apr,388,9,-1,0,unknown,no
76,retired,married,tertiary,no,-1947,no,no,cellular,27,jun,26,1,-1,3,unknown,no
31,student,single,tertiary,no,830,yes,no,cellular,3,feb,42,2,-1,4,unknown,yes
46,entrepreneur,married,secondary,no,-1258,no,no,cellular,20,may,97,3,-1,0,unknown,no
64,admin.,married,secondary,no,-3788,no,no,telephone,27,jun,217,2,-1,5,unknown,no
74,retired,single,secondary,no,-683,yes,no,unknown,7,jul,275,2,349,3,unknown,no
86,unknown,single,secondary,no,6917,yes,yes,cellular,12,may,81,4,328,5,unknown,no
21,blue-collar,single,primary,no,779,yes,no,cellular,16,nov,191,3,-1,4,unknown,no
33,blue-collar,married,secondary,no,7250,yes,yes,cellular,22,may,187,6,-1,5,failure,no
39,blue-collar,married,tertiary,no,7557,yes,no,unknown,20,apr,201,9,-1,4,unknown,no
42,retired,single,tertiary,no,10285,yes,no,cellular,28,may,222,5,-1,2,unknown,no
95,retired,married,tertiary,no,7016,yes,no,cellular,16,nov,915,5,-1,3,unknown,no
78,technician,married,secondary,no,8374,no,no,unknown,25,oct,96,9,-1,0,unknown,no
42,student,married,secondary,no,2275,yes,no,cellular,15,feb,77,6,43,5,unknown,no
93,technician,married,secondary,no,1984,no,no,cellular,9,jul,95,9,-1,4,nonexistent,no
56,technician,married,secondary,no,2184,yes,no,cellular,19,feb,711,9,-1,3,unknown,no
57,blue-collar,single,secondary,no,1300,yes,no,unknown,12,feb,106,1,-1,3,unknown,no
51,retired,divorced,tertiary,no,1748,yes,no,unknown,19,feb,53,9,-1,4,failure,no
29,blue-collar,married,tertiary,no,3556,no,no,cellular,19,aug,34,2,165,1,unknown,no
90,blue-collar,single,secondary,no,-97,yes,no,cellular,3,may,193,3,-1,3,unknown,no
19,unemployed,married,secondary,no,-2832,no,no,cellular,16,jun,236,5,-1,3,unknown,yes
31,services,married,secondary,no,2390,no,no,telephone,1,feb,106,7,-1,4,unknown,no
35,unknown,single,primary,yes,-778,no,no,cellular,12,nov,119,9,-1,5,unknown,yes
39,management,married,primary,no,-467,yes,yes,cellular,19,dec,2,5,-1,2,failure,no
28,management,divorced,secondary,no,871,yes,no,cellular,19,may,79,3,210,1,unknown,no
19,management,married,secondary,no,183,no,no,unknown,3,jul,493,4,97,5,failure,no
70,admin.,married,unknown,no,4630,no,no,cellular,26,jul,356,4,214,2,unknown,no
93,blue-collar,married,secondary,no,799,no,yes,cellular,21,dec,325,3,-1,1,unknown,no
27,management,married,primary,no,4781,no,yes,cellular,9,jun,189,3,-1,2,unknown,no
41,admin.,single,primary,no,1918,yes,no,unknown,13,may,123,7,340,4,failure,no
57,unemployed,single,tertiary,no,1034,no,no,unknown,4,may,137,9,-1,1,failure,yes
90,blue-collar,married,secondary,no,1774,no,no,unknown,11,jul,188,6,-1,0,unknown,no
72,blue-collar,married,secondary,no,-2574,no,no,cellular,19,jun,46,2,-1,4,unknown,no
77,technician,single,secondary,no,2314,no,no,cellular,25,feb,349,7,-1,3,unknown,no
63,admin.,single,secondary,no,3847,yes,no,cellular,17,aug,22,6,-1,4,unknown,no
50,technician,married,secondary,no,4272,no,no,unknown,8,oct,132,4,10,1,failure,no
33,services,married,secondary,no,-2756,no,no,telephone,26,jun,71,1,258,1,unknown,no
85,admin.,married,primary,no,-3256,yes,no,cellular,16,jun,341,7,-1,2,unknown,no
80,services,married,tertiary,no,-310,yes,no,cellular,21,jun,340,6,169,5,unknown,no
19,self-employed,married,secondary,no,5453,yes,no,cellular,20,jun,68,3,-1,4,unknown,no
73,student,married,secondary,no,1962,yes,no,telephone,12,apr,55,4,-1,2,unknown,no
24,technician,married,primary,no,-1024,no,yes,cellular,1,may,9,5,-1,0,success,no
75,services,married,secondary,no,-3058,yes,no,cellular,18,may,203,6,-1,3,unknown,no
82,retired,married,secondary,no,-751,no,no,cellular,25,dec,30,6,-1,0,unknown,no
28,blue-collar,divorced,secondary,no,-954,yes,no,cellular,25,feb,224,1,-1,4,unknown,no
51,services,married,secondary,no,4106,no,no,cellular,25,may,356,5,-1,2,success,no
27,unknown,married,unknown,no,4337,no,no,unknown,10,jun,334,1,-1,5,unknown,yes
62,retired,married,secondary,no,-1849,no,no,telephone,26,sep,269,2,-1,5,unknown,yes
90,services,married,tertiary,no,3559,yes,no,cellular,1,jun,288,1,145,1,unknown,no
24,management,single,tertiary,no,3252,no,no,cellular,9,may,510,6,-1,0,unknown,no
49,student,married,secondary,no,-2239,yes,no,unknown,18,jun,415,8,-1,3,unknown,no
93,unknown,married,secondary,no,1048,no,no,unknown,9,may,149,9,-1,0,unknown,no
41,blue-collar,divorced,secondary,no,2322,yes,no,cellular,1,jun,653,7,-1,4,unknown,no
28,blue-collar,single,unknown,no,1789,yes,no,telephone,5,jul,56,8,63,5,unknown,no
56,management,single,secondary,no,-3831,no,no,unknown,27,jun,160,2,191,5,unknown,yes
57,management,married,secondary,no,1693,yes,no,unknown,12,jul,166,1,-1,4,unknown,no
69,retired,married,primary,no,3208,yes,no,cellular,5,feb,522,3,-1,4,unknown,no
42,admin.,single,tertiary,no,6038,yes,no,cellular,18,jul,681,4,131,1,unknown,no
92,management,married,primary,no,-706,yes,no,cellular,11,dec,52,4,-1,5,failure,no
58,retired,single,primary,no,-336,no,no,unknown,12,jun,445,6,-1,4,unknown,no
40,retired,single,secondary,no,673,no,no,telephone,27,aug,694,1,-1,0,unknown,no
92,services,married,secondary,no,2173,yes,no,unknown,16,jun,248,1,-1,3,unknown,yes
90,services,married,tertiary,no,1591,no,yes,cellular,3,jul,65,8,-1,2,unknown,no
56,self-employed,married,tertiary,no,3112,no,no,cellular,27,may,566,6,-1,0,unknown,yes
19,technician,married,secondary,no,-2075,no,no,unknown,1,dec,118,4,-1,1,unknown,no
64,self-employed,single,secondary,no,2490,no,no,unknown,20,may,54,8,-1,5,unknown,no
61,management,single,tertiary,no,-926,yes,no,unknown,3,apr,115,7,-1,2,unknown,no
29,retired,married,secondary,no,869,yes,no,cellular,8,feb,166,8,-1,0,unknown,no
67,admin.,single,secondary,no,6424,no,no,unknown,28,jun,22,6,91,4,unknown,no
83,blue-collar,married,secondary,no,-2894,no,no,unknown,5,jul,173,5,-1,1,unknown,no
26,management,single,secondary,no,461,no,no,unknown,28,jul,35,9,-1,2,unknown,no
74,technician,married,unknown,no,-2523,yes,no,cellular,9,may,820,9,-1,0,unknown,no
28,services,single,tertiary,no,1759,no,no,unknown,11,jul,333,7,-1,0,unknown,no
76,admin.,single,primary,no,4444,yes,yes,cellular,27,may,238,6,-1,5,unknown,no
50,retired,married,tertiary,no,1808,no,no,cellular,21,aug,49,1,-1,4,unknown,no
18,blue-collar,married,secondary,no,949,yes,no,cellular,9,may,645,8,-1,3,failure,no
93,services,single,tertiary,no,5285,no,no,cellular,21,may,328,2,-1,0,unknown,no
30,technician,married,secondary,no,2291,no,no,unknown,14,may,91,1,-1,3,unknown,no
64,retired,single,secondary,no,3758,yes,no,cellular,3,may,57,5,181,0,unknown,yes
32,retired,divorced,secondary,no,3445,no,no,cellular,8,jul,29,1,-1,0,unknown,yes
90,blue-collar,single,secondary,no,-7328,no,no,unknown,7,dec,119,1,-1,4,unknown,yes
75,management,married,secondary,no,1069,yes,no,cellular,14,jun,59,5,-1,3,unknown,no
80,technician,single,secondary,yes,-1934,yes,no,cellular,25,may,20,4,-1,4,unknown,no
51,services,divorced,tertiary,no,-1187,no,no,cellular,16,may,104,2,-1,2,unknown,yes
54,management,married,tertiary,no,5723,yes,no,cellular,5,jul,1559,9,14,1,unknown,no
67,entrepreneur,married,secondary,no,175,yes,no,cellular,18,may,253,2,339,4,unknown,no
79,admin.,married,primary,no,6977,no,no,unknown,15,aug,58,2,-1,3,unknown,no
84,blue-collar,single,secondary,no,-2923,no,no,cellular,11,jul,566,8,-1,5,unknown,no
19,blue-collar,married,secondary,no,-1951,no,no,cellular,7,may,91,7,-1,3,unknown,no
69,housemaid,married,secondary,no,3587,no,no,cellular,20,dec,0,4,-1,1,unknown,yes
26,unemployed,married,tertiary,no,275,yes,no,unknown,16,jan,67,3,-1,0,unknown,no
40,management,single,unknown,no,2221,no,no,cellular,13,jul,134,9,55,1,unknown,no
82,blue-collar,married,primary,no,963,yes,no,unknown,6,may,9,1,-1,3,unknown,no
37,admin.,single,tertiary,no,872,yes,no,cellular,4,apr,421,6,-1,3,unknown,no
80,blue-collar,single,secondary,no,387,no,no,cellular,7,mar,785,1,-1,0,unknown,no
54,technician,divorced,secondary,no,1838,no,no,cellular,18,jul,20,1,-1,1,unknown,yes
36,housemaid,divorced,secondary,no,3224,yes,no,cellular,2,apr,33,1,-1,4,unknown,no
44,technician,married,primary,no,6143,no,no,cellular,3,sep,1210,6,101,2,unknown,no
59,technician,single,primary,no,692,no,no,cellular,28,may,661,3,-1,4,unknown,no
77,admin.,married,unknown,no,119,yes,no,unknown,8,may,243,7,-1,2,unknown,yes
65,retired,divorced,secondary,no,-267,yes,no,cellular,4,jul,38,9,-1,1,unknown,no
90,unknown,married,secondary,no,5709,yes,no,cellular,28,may,295,1,-1,4,unknown,no
85,management,single,secondary,no,3370,no,no,cellular,12,jan,289,6,-1,1,unknown,no
76,admin.,single,unknown,no,-4397,yes,no,cellular,1,may,59,9,-1,3,unknown,no
65,technician,married,secondary,no,-4529,yes,yes,unknown,12,jun,472,2,-1,1,unknown,no
40,technician,single,tertiary,no,-1190,yes,no,unknown,1,may,172,4,-1,4,unknown,no
50,management,married,tertiary,no,1990,no,no,unknown,9,may,291,1,-1,5,unknown,no
27,retired,married,secondary,no,1199,yes,no,cellular,27,jul,151,1,-1,5,unknown,no
47,blue-collar,married,tertiary,no,2844,yes,no,unknown,23,sep,413,9,-1,5,unknown,no
90,technician,married,tertiary,no,773,yes,yes,unknown,12,may,178,3,-1,0,unknown,no
51,management,married,tertiary,no,5492,yes,yes,cellular,10,aug,62,2,-1,5,unknown,no
26,admin.,divorced,secondary,no,3616,yes,no,cellular,17,feb,362,9,-1,3,failure,no
68,services,married,primary,no,1532,no,no,cellular,18,jun,399,3,-1,2,failure,no
93,unknown,married,secondary,no,4736,no,no,unknown,22,may,74,3,-1,4,unknown,no
85,technician,single,secondary,no,-3646,yes,no,cellular,16,jun,169,8,-1,4,unknown,no
39,blue-collar,single,tertiary,no,1044,no,no,cellular,3,mar,1036,7,-1,5,unknown,no
53,admin.,married,tertiary,no,1712,yes,no,cellular,25,apr,288,5,-1,3,success,yes
59,unemployed,divorced,secondary,no,3106,no,no,cellular,10,may,603,8,-1,4,unknown,yes
37,unemployed,married,primary,no,-3845,yes,no,telephone,23,may,1096,3,-1,1,unknown,no
38,management,married,primary,no,518,no,no,cellular,23,may,211,8,-1,4,unknown,no
36,self-employed,married,tertiary,no,2501,no,yes,cellular,7,may,113,6,-1,2,success,no
95,management,single,secondary,no,2731,no,yes,cellular,15,may,552,6,-1,3,unknown,no
76,management,married,tertiary,no,4858,yes,no,unknown,22,jul,140,4,-1,2,unknown,no
83,admin.,married,secondary,no,3584,yes,no,cellular,11,may,44,2,-1,1,failure,no
81,admin.,single,secondary,no,1117,no,no,cellular,23,feb,189,6,-1,2,unknown,no
92,blue-collar,married,tertiary,no,3324,yes,yes,cellular,15,may,596,8,-1,2,unknown,no
26,technician,married,secondary,no,695,yes,yes,cellular,26,jun,6,1,209,1,unknown,no
86,blue-collar,single,primary,no,1740,yes,no,unknown,26,jul,436,2,-1,0,unknown,no
23,blue-collar,single,tertiary,no,3684,yes,no,unknown,27,aug,7,8,-1,2,nonexistent,no
55,retired,married,secondary,no,1164,yes,no,cellular,7,may,458,8,-1,3,unknown,no
64,blue-collar,married,unknown,no,2385,yes,no,cellular,21,jun,100,6,-1,3,unknown,no
45,blue-collar,divorced,tertiary,no,4183,no,no,cellular,22,jun,453,5,-1,3,failure,no
29,retired,married,tertiary,no,3436,yes,no,cellular,13,sep,59,1,-1,1,unknown,yes
32,entrepreneur,married,primary,no,5000,yes,no,cellular,5,jul,149,9,-1,0,unknown,no
82,self-employed,married,secondary,no,8285,yes,no,cellular,9,apr,133,6,211,0,unknown,no
42,technician,married,tertiary,no,3408,no,no,cellular,15,dec,441,1,-1,4,unknown,no
42,blue-collar,divorced,secondary,no,-83,no,no,telephone,25,may,174,4,-1,4,unknown,no
90,technician,married,unknown,no,2835,no,no,unknown,26,dec,213,8,-1,3,unknown,no
29,technician,married,tertiary,no,2706,no,no,cellular,26,may,138,9,-1,3,unknown,no
89,technician,married,primary,no,3140,no,no,unknown,27,jun,455,6,-1,3,success,no
89,self-employed,married,secondary,no,5785,yes,no,unknown,3,jun,3,2,-1,2,unknown,no
64,self-employed,married,tertiary,no,-3752,no,yes,cellular,28,feb,422,2,-1,4,unknown,no
30,self-employed,divorced,primary,no,5841,yes,yes,unknown,16,jul,142,4,281,5,unknown,no
30,services,single,secondary,no,6851,no,no,cellular,3,apr,62,7,-1,1,unknown,yes
40,admin.,married,tertiary,no,3004,yes,no,cellular,4,may,320,7,-1,2,unknown,yes
63,unknown,married,secondary,no,3076,no,no,telephone,8,may,134,7,-1,1,unknown,no
29,retired,married,secondary,no,575,yes,no,cellular,8,dec,181,3,-1,1,failure,no
53,technician,married,tertiary,no,1318,yes,no,cellular,4,dec,47,3,201,2,unknown,yes
27,housemaid,married,tertiary,no,3393,no,no,cellular,11,jun,152,3,-1,1,unknown,no
60,admin.,married,secondary,no,3200,yes,no,unknown,16,jun,472,7,-1,2,unknown,no
19,management,single,unknown,no,3462,yes,no,unknown,9,may,60,7,-1,1,unknown,no
73,management,divorced,tertiary,no,3180,no,yes,cellular,19,may,77,1,-1,4,unknown,no
22,management,married,secondary,no,3995,no,no,cellular,21,dec,207,7,-1,1,unknown,no
33,blue-collar,divorced,secondary,no,3659,no,yes,cellular,12,aug,185,4,199,0,success,no
31,blue-collar,married,tertiary,no,-1773,yes,no,unknown,3,jul,174,4,-1,5,unknown,no
82,management,married,secondary,no,3796,yes,no,cellular,9,may,183,5,-1,5,unknown,no
22,housemaid,single,tertiary,no,6875,yes,no,unknown,18,aug,217,5,-1,5,unknown,no
